,algorithim,confidence_interval,bool
155,p1,0.321676,False
156,p1,0.389513,True
157,p1,0.6955479999999999,False
158,p1,0.26024200000000003,True
159,p1,0.90708,
160,p1,0.8548610000000001,False
161,p1,0.354733,True
162,p1,0.29251900000000003,True
163,p1,0.509879,False
164,p1,0.65228,False
165,p1,0.7837649999999999,
166,p1,0.7112350000000001,True
167,p1,0.186498,True
168,p1,0.971581,True
169,p1,0.352793,False
170,p1,0.42315,False
171,p1,0.757547,
172,p1,0.662183,True
173,p1,0.394507,True
174,p1,0.919649,True
175,p1,0.971512,True
176,p1,0.996952,True
177,p1,0.249012,True
178,p1,0.7147979999999999,True
179,p1,0.759907,
180,p1,0.292092,
181,p1,0.907559,True
182,p1,0.521788,
183,p1,0.997509,True
184,p1,0.8236479999999999,True
185,p1,0.5445760000000001,
186,p1,0.333486,
187,p1,0.633652,True
188,p1,0.882654,
189,p1,0.951337,
190,p1,0.413688,
191,p1,0.49538,True
192,p1,0.21960900000000005,
193,p1,0.128935,True
194,p1,0.450539,
195,p1,0.650003,
196,p1,0.346468,True
197,p1,0.96111,True
198,p1,0.979803,True
199,p1,0.8086810000000001,True
200,p1,0.394404,True
201,p1,0.567475,True
202,p1,0.999281,True
203,p1,0.742421,False
204,p1,0.980213,
205,p1,0.903064,True
206,p1,0.71951,True
207,p1,0.92254,True
208,p1,0.430583,False
209,p1,0.958452,False
210,p1,0.50537,False
211,p1,0.461076,True
212,p1,0.665238,False
213,p1,0.685084,True
214,p1,0.891227,False
215,p1,0.293493,False
216,p1,0.3362,True
217,p1,0.547401,True
218,p1,0.853684,
219,p1,0.903712,False
220,p1,0.962985,True
221,p1,0.8417680000000001,True
222,p1,0.711148,
223,p1,0.981819,True
224,p1,0.8639870000000001,False
225,p1,0.604938,False
226,p1,0.393527,True
227,p1,0.670892,True
228,p1,0.927021,
229,p1,0.664538,True
230,p1,0.993651,
231,p1,0.216562,False
232,p1,0.997692,False
233,p1,0.800975,True
234,p1,0.887625,
235,p1,0.541196,True
236,p1,0.976255,True
237,p1,0.660085,True
238,p1,0.767696,False
239,p1,0.186387,True
240,p1,0.572422,True
241,p1,0.936882,
242,p1,0.7974100000000001,True
243,p1,0.08248860000000001,
244,p1,0.564688,True
245,p1,0.963558,True
246,p1,0.6106550000000001,True
247,p1,0.341276,
248,p1,0.736871,True
249,p1,0.663138,True
250,p1,0.330573,
251,p1,0.156276,False
252,p1,0.262936,True
253,p1,0.468619,True
254,p1,0.754799,False
255,p1,0.991682,True
256,p1,0.736759,
257,p1,0.494969,True
258,p1,0.438054,True
259,p1,0.918144,True
260,p1,0.727039,True
261,p1,0.7105229999999999,True
262,p1,0.539036,False
263,p1,0.895698,True
264,p1,0.160888,True
265,p1,0.5250319999999999,True
266,p1,0.988916,False
267,p1,0.50469,True
268,p1,0.134081,False
269,p1,0.274637,
270,p1,0.796313,True
271,p1,0.601712,True
272,p1,0.153862,
273,p1,0.777562,
274,p1,0.6248020000000001,
275,p1,0.530416,False
276,p1,0.257415,True
277,p1,0.999715,False
278,p1,0.982755,True
279,p1,0.369389,True
280,p1,0.26332300000000003,False
281,p1,0.451516,False
282,p1,0.908703,True
283,p1,0.442713,
284,p1,0.6173890000000001,True
285,p1,0.394486,False
286,p1,0.950851,
287,p1,0.315163,True
288,p1,0.757547,True
289,p1,0.57314,
290,p1,0.312221,
291,p1,0.765979,
292,p1,0.942911,True
293,p1,0.649209,True
294,p1,0.908457,False
295,p1,0.13303299999999998,True
296,p1,0.392535,True
297,p1,0.5230859999999999,True
298,p1,0.663047,False
299,p1,0.272972,False
300,p1,0.936662,False
301,p1,0.8061149999999999,False
302,p1,0.285555,
303,p1,0.32563800000000004,
304,p1,0.352486,False
305,p1,0.8696809999999999,True
306,p1,0.6173890000000001,True
307,p1,0.858764,
308,p1,0.628119,True
309,p1,0.7418600000000001,
310,p1,0.903048,
311,p1,0.782058,True
312,p1,0.997071,False
313,p1,0.995941,
314,p1,0.8534069999999999,True
315,p1,0.681495,False
316,p1,0.354823,True
317,p1,0.524454,False
318,p1,0.676439,
319,p1,0.610499,True
320,p1,0.526488,True
321,p1,0.990793,False
322,p1,0.58823,
323,p1,0.23407600000000006,False
324,p1,0.203999,True
325,p1,0.280949,True
326,p1,0.990253,
327,p1,0.585441,True
328,p1,0.331098,True
329,p1,0.196015,True
330,p1,0.332897,True
331,p1,0.416769,False
332,p1,0.6644869999999999,True
333,p1,0.416769,
334,p1,0.960199,
335,p1,0.585441,True
336,p1,0.26623800000000003,True
337,p1,0.995143,True
338,p1,0.980071,True
339,p1,0.7635390000000001,
340,p1,0.5054960000000001,True
341,p1,0.515933,
342,p1,0.85659,True
343,p1,0.14802,True
344,p1,0.8380120000000001,True
345,p1,0.872064,
346,p1,0.938048,True
347,p1,0.940724,True
348,p1,0.999833,True
349,p1,0.925505,True
350,p1,0.100896,True
351,p1,0.8487040000000001,True
352,p1,0.5479350000000001,True
353,p1,0.909106,True
354,p1,0.4824520000000001,True
355,p1,0.351308,True
356,p1,0.907083,
357,p1,0.907083,True
358,p1,0.351308,True
359,p1,0.384188,True
360,p1,0.450722,True
361,p1,0.372202,True
362,p1,0.999403,True
363,p1,0.367368,True
364,p1,0.621931,True
365,p1,0.387608,
366,p1,0.733256,False
367,p1,0.971358,False
368,p1,0.3362,True
369,p1,0.806163,False
370,p1,0.506312,True
371,p1,0.295483,True
372,p1,0.568809,True
373,p1,0.8644149999999999,True
374,p1,0.700466,
375,p1,0.668164,False
376,p1,0.756992,True
377,p1,0.35285700000000003,True
378,p1,0.91933,True
379,p1,0.967345,True
380,p1,0.677408,True
381,p1,0.428756,
382,p1,0.506312,True
383,p1,0.5489069999999999,True
384,p1,0.8179529999999999,True
385,p1,0.279846,
386,p1,0.999828,
387,p1,0.650814,True
388,p1,0.626913,True
389,p1,0.490068,True
390,p1,0.427742,True
391,p1,0.6993550000000001,False
392,p1,0.709146,False
393,p1,0.501159,True
394,p1,0.905972,True
395,p1,0.701852,True
396,p1,0.888181,
397,p1,0.954844,True
398,p1,0.8439110000000001,False
399,p1,0.848735,True
400,p1,0.432416,True
401,p1,0.287369,True
402,p1,0.128056,False
403,p1,0.909951,
404,p1,0.7764,True
405,p1,0.914804,
406,p1,0.989316,True
407,p1,0.326873,False
408,p1,0.546856,
409,p1,0.0998035,False
410,p1,0.7848729999999999,True
411,p1,0.6105729999999999,False
412,p1,0.386082,True
413,p1,0.39628,True
414,p1,0.804177,True
415,p1,0.8713420000000001,True
416,p1,0.8208040000000001,True
417,p1,0.753521,True
418,p1,0.620768,True
419,p1,0.292556,
420,p1,0.397163,True
421,p1,0.8616510000000001,True
422,p1,0.375415,True
423,p1,0.8195110000000001,True
424,p1,0.911412,
425,p1,0.36953,True
426,p1,0.779137,
427,p1,0.4542390000000001,True
428,p1,0.74022,True
429,p1,0.426183,True
430,p1,0.730959,
431,p1,0.873233,True
432,p1,0.50537,True
433,p1,0.474292,
434,p1,0.610807,True
435,p1,0.366248,True
436,p1,0.938617,False
437,p1,0.593858,
438,p1,0.835102,True
439,p1,0.574557,False
440,p1,0.657967,False
441,p1,0.248926,True
442,p1,0.643147,True
443,p1,0.58783,
444,p1,0.244705,True
445,p1,0.91579,True
446,p1,0.0903414,False
447,p1,0.492709,False
448,p1,0.817066,True
449,p1,0.530104,
450,p1,0.372776,True
451,p1,0.890601,True
452,p1,0.457086,True
453,p1,0.944032,False
454,p1,0.253442,
455,p1,0.610171,True
456,p1,0.765069,True
457,p1,0.8971620000000001,
458,p1,0.721188,True
459,p1,0.482498,True
460,p1,0.327887,True
461,p1,0.550506,
462,p1,0.789376,False
463,p1,0.74022,True
464,p1,0.823356,True
465,p1,0.771984,True
466,p1,0.8289040000000001,True
467,p1,0.31192800000000004,True
468,p1,0.777468,False
469,p1,0.35986,True
470,p1,0.938048,True
471,p1,0.289485,False
472,p1,0.316565,True
473,p1,0.442534,True
474,p1,0.58363,
475,p1,0.985028,True
476,p1,0.334436,True
477,p1,0.703224,True
478,p1,0.539463,
479,p1,0.8686709999999999,True
480,p1,0.615163,True
481,p1,0.806757,False
482,p1,0.243529,True
483,p1,0.403698,True
484,p1,0.636169,
485,p1,0.53318,True
486,p1,0.524583,True
487,p1,0.489845,True
488,p1,0.954089,True
489,p1,0.767005,True
490,p1,0.8391290000000001,True
491,p1,0.463996,True
492,p1,0.116924,True
493,p1,0.461164,True
494,p1,0.600276,False
495,p1,0.600276,False
496,p1,0.700182,True
497,p1,0.973846,
498,p1,0.893775,True
499,p1,0.193082,False
500,p1,0.925494,True
501,p1,0.676439,True
502,p1,0.363272,True
503,p1,0.569566,True
504,p1,0.500509,True
505,p1,0.988307,
506,p1,0.66266,True
507,p1,0.8616510000000001,False
508,p1,0.7652770000000001,False
509,p1,0.705092,True
510,p1,0.538981,True
511,p1,0.326122,True
512,p1,0.274637,
513,p1,0.231695,True
514,p1,0.207622,True
515,p1,0.559308,True
516,p1,0.456047,True
517,p1,0.874431,True
518,p1,0.654762,True
519,p1,0.266824,True
520,p1,0.946224,True
521,p1,0.193869,True
522,p1,0.737041,True
523,p1,0.7249439999999999,True
524,p1,0.226716,True
525,p1,0.999306,True
526,p1,0.912804,False
527,p1,0.746387,True
528,p1,0.942856,
529,p1,0.705092,True
530,p1,0.972629,True
531,p1,0.892925,True
532,p1,0.375098,True
533,p1,0.349195,True
534,p1,0.700466,False
535,p1,0.479477,True
536,p1,0.996541,False
537,p1,0.998886,
538,p1,0.658808,
539,p1,0.427742,True
540,p1,0.479477,True
541,p1,0.260702,True
542,p1,0.8788219999999999,True
543,p1,0.363272,True
544,p1,0.81286,True
545,p1,0.746135,
546,p1,0.8815379999999999,True
547,p1,0.500509,False
548,p1,0.805238,True
549,p1,0.73548,True
550,p1,0.814145,
551,p1,0.735163,True
552,p1,0.362925,False
553,p1,0.362835,True
554,p1,0.992339,True
555,p1,0.900483,True
556,p1,0.747739,False
557,p1,0.915303,
558,p1,0.467321,True
559,p1,0.512034,True
560,p1,0.709512,True
561,p1,0.929266,
562,p1,0.478193,True
563,p1,0.99383,False
564,p1,0.97207,True
565,p1,0.392108,True
566,p1,0.978042,True
567,p1,0.436023,
568,p1,0.6748930000000001,True
569,p1,0.891193,
570,p1,0.0903414,True
571,p1,0.757764,False
572,p1,0.744819,True
573,p1,0.333739,
574,p1,0.26565900000000003,True
575,p1,0.314265,
576,p1,0.789,
577,p1,0.87713,True
578,p1,0.611525,True
579,p1,0.593858,False
580,p1,0.240602,False
581,p1,0.474292,True
582,p1,0.560699,
583,p1,0.574557,True
584,p1,0.8408709999999999,False
585,p1,0.5044270000000001,True
586,p1,0.383223,True
587,p1,0.179568,True
588,p1,0.438087,
589,p1,0.994712,True
590,p1,0.8877709999999999,True
591,p1,0.973841,True
592,p1,0.731564,True
593,p1,0.488555,
594,p1,0.951963,
595,p1,0.995143,True
596,p1,0.628312,True
597,p1,0.99731,
598,p1,0.919255,
599,p1,0.382491,False
600,p1,0.144012,True
601,p1,0.99383,True
602,p1,0.17092100000000002,True
603,p1,0.43108,
604,p1,0.721188,True
605,p1,0.7153510000000001,True
606,p1,0.351434,True
607,p1,0.515699,True
608,p1,0.786089,True
609,p1,0.8483620000000001,
610,p1,0.581403,
611,p1,0.345266,True
612,p1,0.32207,True
613,p1,0.717776,
614,p1,0.946718,True
615,p1,0.123529,True
616,p1,0.253442,True
617,p1,0.964929,True
618,p1,0.999823,
619,p1,0.988412,True
620,p1,0.346545,True
621,p1,0.51661,True
622,p1,0.8848389999999999,True
623,p1,0.940326,True
624,p1,0.502228,False
625,p1,0.777468,True
626,p1,0.999916,False
627,p1,0.945523,True
628,p1,0.520022,True
629,p1,0.6138520000000001,False
630,p1,0.989407,True
631,p1,0.571229,True
632,p1,0.316565,True
633,p1,0.7199409999999999,True
634,p1,0.6275930000000001,True
635,p1,0.5960449999999999,True
636,p1,0.451149,True
637,p1,0.554331,True
638,p1,0.324251,True
639,p1,0.969311,True
640,p1,0.372202,False
641,p1,0.572349,True
642,p1,0.713588,True
643,p1,0.427766,True
644,p1,0.218303,True
645,p1,0.915351,False
646,p1,0.556595,True
647,p1,0.574345,False
648,p1,0.367945,False
649,p1,0.275318,True
650,p1,0.217821,True
651,p1,0.803293,True
652,p1,0.54178,
653,p1,0.53318,
654,p1,0.833952,
655,p1,0.503728,
656,p1,0.978833,True
657,p1,0.36866,True
658,p1,0.568789,True
659,p1,0.202335,True
660,p1,0.414338,True
661,p1,0.787812,False
662,p1,0.979515,False
663,p1,0.494803,True
664,p1,0.5805279999999999,False
665,p1,0.931668,True
666,p1,0.843799,True
667,p1,0.414965,
668,p1,0.796313,False
669,p1,0.407117,
670,p1,0.16653800000000002,
671,p1,0.182358,True
672,p1,0.7202189999999999,True
673,p1,0.183283,True
674,p1,0.729745,
675,p1,0.73917,
676,p1,0.396984,True
677,p1,0.32774000000000003,True
678,p1,0.307794,False
679,p1,0.483228,True
680,p1,0.708665,
681,p1,0.873841,True
682,p1,0.451697,True
683,p1,0.948355,True
684,p1,0.995823,True
685,p1,0.966896,False
686,p1,0.420463,True
687,p1,0.484855,True
688,p1,0.7281529999999999,True
689,p1,0.969518,False
690,p1,0.993333,
691,p1,0.509491,True
692,p1,0.829456,
693,p1,0.556595,True
694,p1,0.7920590000000001,True
695,p1,0.973677,True
696,p1,0.375098,True
697,p1,0.354674,
698,p1,0.685821,True
699,p1,0.519047,
700,p1,0.540276,True
701,p1,0.999953,False
702,p1,0.270468,True
703,p1,0.06315180000000001,False
704,p1,0.475552,True
705,p1,0.586937,
706,p1,0.393118,False
707,p1,0.318851,False
708,p1,0.240427,True
709,p1,0.7132930000000001,True
710,p1,0.8229360000000001,True
711,p1,0.6608930000000001,
712,p1,0.306512,
713,p1,0.735163,False
714,p1,0.113992,True
715,p1,0.760546,True
716,p1,0.132695,True
717,p1,0.988013,True
718,p1,0.3022,True
719,p1,0.155279,True
720,p1,0.917525,True
721,p1,0.324579,False
722,p1,0.355395,True
723,p1,0.985876,True
724,p1,0.967397,True
725,p1,0.763333,True
726,p1,0.223148,True
727,p1,0.5113409999999999,False
728,p1,0.254856,True
729,p1,0.12903399999999998,
730,p1,0.778546,False
731,p1,0.974047,
732,p1,0.480048,True
733,p1,0.848514,True
734,p1,0.546145,False
735,p1,0.4363770000000001,True
736,p1,0.702954,True
737,p1,0.987643,True
738,p1,0.794272,True
739,p1,0.609715,True
740,p1,0.802333,True
741,p1,0.425176,True
742,p1,0.829259,True
743,p1,0.8361059999999999,
744,p1,0.8452559999999999,
745,p1,0.523926,True
746,p1,0.787125,False
747,p1,0.914667,
748,p1,0.678555,True
749,p1,0.790371,True
750,p1,0.294808,True
751,p1,0.991273,
752,p1,0.981652,
753,p1,0.925621,True
754,p1,0.602957,True
755,p1,0.596882,True
756,p1,0.906673,True
757,p1,0.708974,False
758,p1,0.27220500000000003,True
759,p1,0.8723850000000001,True
760,p1,0.4714930000000001,True
761,p1,0.596796,True
762,p1,0.858513,
763,p1,0.168909,True
764,p1,0.600985,True
765,p1,0.456092,True
766,p1,0.267961,True
767,p1,0.163794,True
768,p1,0.36007100000000003,True
769,p1,0.194773,True
770,p1,0.868511,True
771,p1,0.609283,
772,p1,0.299966,True
773,p1,0.339324,True
774,p1,0.999984,False
775,p1,0.399163,False
776,p1,0.303415,True
777,p1,0.527659,True
778,p1,0.4241680000000001,False
779,p1,0.703569,False
780,p1,0.757756,True
781,p1,0.8683040000000001,
782,p1,0.516257,
783,p1,0.714409,True
784,p1,0.178852,True
785,p1,0.947164,True
786,p1,0.92939,True
787,p1,0.912648,False
788,p1,0.972587,True
789,p1,0.219166,True
790,p1,0.964929,True
791,p1,0.672791,True
792,p1,0.977765,
793,p1,0.4780180000000001,False
794,p1,0.814405,False
795,p1,0.316704,True
796,p1,0.978277,False
797,p1,0.382113,True
798,p1,0.484428,True
799,p1,0.252031,True
800,p1,0.258732,True
801,p1,0.23762,True
802,p1,0.515319,True
803,p1,0.533941,True
804,p1,0.8790120000000001,True
805,p1,0.772894,
806,p1,0.694541,True
807,p1,0.973715,True
808,p1,0.155144,True
809,p1,0.985222,True
810,p1,0.960276,False
811,p1,0.742216,True
812,p1,0.742912,False
813,p1,0.548497,False
814,p1,0.849029,True
815,p1,0.337871,True
816,p1,0.176172,
817,p1,0.32816100000000004,False
818,p1,0.5964550000000001,False
819,p1,0.880499,True
820,p1,0.589066,True
821,p1,0.307672,True
822,p1,0.998201,True
823,p1,0.40845,True
824,p1,0.360428,
825,p1,0.7689229999999999,True
826,p1,0.804363,True
827,p1,0.389136,
828,p1,0.111493,True
829,p1,0.192717,True
830,p1,0.548018,True
831,p1,0.5336989999999999,
832,p1,0.991954,True
833,p1,0.540201,False
834,p1,0.175518,False
835,p1,0.936183,True
836,p1,0.25650500000000004,True
837,p1,0.508292,False
838,p1,0.622957,True
839,p1,0.575637,
840,p1,0.43332,True
841,p1,0.984267,
842,p1,0.379055,True
843,p1,0.999962,True
844,p1,0.6638,True
845,p1,0.807762,True
846,p1,0.963985,True
847,p1,0.4274810000000001,True
848,p1,0.497755,True
849,p1,0.234431,True
850,p1,0.960543,True
851,p1,0.825333,True
852,p1,0.97573,True
853,p1,0.562315,True
854,p1,0.982794,True
855,p1,0.505675,
856,p1,0.876875,True
857,p1,0.8590459999999999,True
858,p1,0.442612,
859,p1,0.350629,False
860,p1,0.930705,True
861,p1,0.900864,True
862,p1,0.997154,True
863,p1,0.99731,False
864,p1,0.5669109999999999,False
865,p1,0.990736,True
866,p1,0.112413,True
867,p1,0.311325,False
868,p1,0.786089,False
869,p1,0.292675,True
870,p1,0.7681560000000001,False
871,p1,0.843799,True
872,p1,0.454363,True
873,p1,0.388277,False
874,p1,0.878863,True
875,p1,0.462952,True
876,p1,0.8076439999999999,True
877,p1,0.246313,False
878,p1,0.8636870000000001,True
879,p1,0.586414,
880,p1,0.2858,True
881,p1,0.243904,False
882,p1,0.342397,False
883,p1,0.933755,
884,p1,0.967397,
885,p1,0.640256,True
886,p1,0.503372,True
887,p1,0.8783200000000001,True
888,p1,0.691137,True
889,p1,0.808737,True
890,p1,0.346695,True
891,p1,0.289471,
892,p1,0.8788860000000001,True
893,p1,0.751758,True
894,p1,0.990391,True
895,p1,0.374682,True
896,p1,0.935307,False
897,p1,0.400568,True
898,p1,0.148526,True
899,p1,0.4390770000000001,True
900,p1,0.545502,True
901,p1,0.473555,True
902,p1,0.399217,True
903,p1,0.553901,
904,p1,0.961643,False
905,p1,0.462594,False
906,p1,0.8918709999999999,False
907,p1,0.944692,False
908,p1,0.523191,True
909,p1,0.413535,False
910,p1,0.847292,False
911,p1,0.883991,False
912,p1,0.304902,True
913,p1,0.472324,True
914,p1,0.457356,True
915,p1,0.619382,True
916,p1,0.931275,True
917,p1,0.945523,False
918,p1,0.162935,True
919,p1,0.961902,False
920,p1,0.843359,True
921,p1,0.998673,True
922,p1,0.677408,False
923,p1,0.967103,True
924,p1,0.501767,True
925,p1,0.185382,True
926,p1,0.810158,False
927,p1,0.682082,False
928,p1,0.341663,True
929,p1,0.296145,True
930,p1,0.359586,True
931,p1,0.7582180000000001,True
932,p1,0.218408,False
933,p1,0.829307,True
934,p1,0.6061880000000001,True
935,p1,0.95207,
936,p1,0.939134,True
937,p1,0.48205,
938,p1,0.594333,True
939,p1,0.478278,
940,p1,0.266414,True
941,p1,0.255971,
942,p1,0.30296100000000004,True
943,p1,0.384559,False
944,p1,0.462408,
945,p1,0.457164,False
946,p1,0.958834,True
947,p1,0.827469,False
948,p1,0.14644,True
949,p1,0.656463,
950,p1,0.821615,True
951,p1,0.5159189999999999,True
952,p1,0.255327,
953,p1,0.261112,True
954,p1,0.420463,True
955,p1,0.33576100000000003,True
956,p1,0.599076,True
957,p1,0.67575,True
958,p1,0.835491,True
959,p1,0.240695,True
960,p1,0.581835,True
961,p1,0.8262719999999999,True
962,p1,0.950526,False
963,p1,0.991772,True
964,p1,0.263256,True
965,p1,0.83939,
966,p1,0.176495,True
967,p1,0.246762,True
968,p1,0.5309149999999999,True
969,p1,0.99775,True
970,p1,0.950053,True
971,p1,0.8964219999999999,True
972,p1,0.48997,True
973,p1,0.990312,True
974,p1,0.873977,True
975,p1,0.320126,False
976,p1,0.451852,True
977,p1,0.954517,False
978,p1,0.605304,True
979,p1,0.05903260000000001,True
980,p1,0.873233,True
981,p1,0.171486,True
982,p1,0.765778,True
983,p1,0.224415,
984,p1,0.14039400000000002,True
985,p1,0.7663270000000001,False
986,p1,0.993718,True
987,p1,0.58458,True
988,p1,0.632289,False
989,p1,0.356946,True
990,p1,0.16986500000000002,False
991,p1,0.354488,False
992,p1,0.370152,True
993,p1,0.922876,True
994,p1,0.819106,
995,p1,0.779356,True
996,p1,0.286479,False
997,p1,0.983548,
998,p1,0.506154,True
999,p1,0.619577,True
1000,p1,0.468751,True
1001,p1,0.396495,True
1002,p1,0.43042,True
1003,p1,0.638625,
1004,p1,0.976685,
1005,p1,0.740229,True
1006,p1,0.427836,True
1007,p1,0.990715,True
1008,p1,0.8555520000000001,False
1009,p1,0.597111,
1010,p1,0.584026,
1011,p1,0.956787,True
1012,p1,0.31090300000000004,False
1013,p1,0.944376,True
1014,p1,0.251516,True
1015,p1,0.143497,False
1016,p1,0.293007,True
1017,p1,0.176758,
1018,p1,0.751962,True
1019,p1,0.533967,
1020,p1,0.586951,
1021,p1,0.463223,True
1022,p1,0.371816,True
1023,p1,0.797936,True
1024,p1,0.720337,True
1025,p1,0.734244,True
1026,p1,0.503788,False
1027,p1,0.8686709999999999,False
1028,p1,0.732043,True
1029,p1,0.829058,False
1030,p1,0.869477,
1031,p1,0.720481,True
1032,p1,0.235373,True
1033,p1,0.625129,True
1034,p1,0.214301,True
1035,p1,0.105171,True
1036,p1,0.4301350000000001,True
1037,p1,0.459515,
1038,p1,0.366875,True
1039,p1,0.7132930000000001,True
1040,p1,0.8567889999999999,
1041,p1,0.7509060000000001,True
1042,p1,0.280835,False
1043,p1,0.731405,False
1044,p1,0.28126,False
1045,p1,0.536593,True
1046,p1,0.803742,True
1047,p1,0.948617,True
1048,p1,0.982004,
1049,p1,0.932401,False
1050,p1,0.586307,False
1051,p1,0.415495,True
1052,p1,0.979053,True
1053,p1,0.95317,False
1054,p1,0.802092,False
1055,p1,0.956222,True
1056,p1,0.998814,True
1057,p1,0.945629,True
1058,p1,0.999837,True
1059,p1,0.790026,
1060,p1,0.414982,True
1061,p1,0.780187,True
1062,p1,0.79745,True
1063,p1,0.271109,False
1064,p1,0.948323,False
1065,p1,0.490783,True
1066,p1,0.212957,False
1067,p1,0.8265790000000001,True
1068,p1,0.74564,True
1069,p1,0.283945,True
1070,p1,0.976139,True
1071,p1,0.933457,True
1072,p1,0.912961,
1073,p1,0.218479,True
1074,p1,0.748163,True
1075,p1,0.871283,True
1076,p1,0.24389,True
1077,p1,0.350993,
1078,p1,0.710354,False
1079,p1,0.264483,True
1080,p1,0.5161060000000001,True
1081,p1,0.7864680000000001,True
1082,p1,0.172087,True
1083,p1,0.908491,True
1084,p1,0.890426,True
1085,p1,0.738371,True
1086,p1,0.499525,True
1087,p1,0.383223,True
1088,p1,0.518215,True
1089,p1,0.7382770000000001,False
1090,p1,0.888468,False
1091,p1,0.637225,True
1092,p1,0.979235,
1093,p1,0.370717,False
1094,p1,0.8973120000000001,True
1095,p1,0.642426,True
1096,p1,0.559658,True
1097,p1,0.58378,True
1098,p1,0.859499,True
1099,p1,0.717584,False
1100,p1,0.137871,True
1101,p1,0.6964229999999999,True
1102,p1,0.541794,True
1103,p1,0.7726850000000001,True
1104,p1,0.956462,True
1105,p1,0.6981649999999999,
1106,p1,0.587101,True
1107,p1,0.743715,True
1108,p1,0.430418,True
1109,p1,0.5877640000000001,True
1110,p1,0.776346,True
1111,p1,0.808276,False
1112,p1,0.550294,True
1113,p1,0.877207,True
1114,p1,0.908784,False
1115,p1,0.309106,True
1116,p1,0.774792,True
